Column Name,Data Type in Teradata Base Tables,Data Type in Teradata API_PRVDR_PROFILE View,Data Type in Kafka Connect,Data Type in Materialize Server,Data Type in PostgreSQL Bridge DB,Data Type in Hasura GraphQL
PRVDR_ENRLMT_CNSLTD_STUS_CD,"char(2) character set latin not casespecific default 'n ' compress ('cl','fa','fr','ot','pr')","CHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT 'N ' COMPRESS ('CL','FA','FR','OT','PR')",,,,
PRVDR_ENRLMT_EVR_RVKD_IND,"char(1) character set latin not casespecific default 'n' compress ('n','y')","CHAR(1) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT 'N' COMPRESS ('N','Y')",,,,
PRVDR_ENRLMT_ID_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_ENRLMT_ID,"char(15) character set latin not casespecific default '~              ' compress ('               ','~              ')","CHAR(15) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~              ' COMPRESS ('               ','~              ')",,,,
PRVDR_ENRLMT_PAC_ID,"char(10) character set latin not casespecific default '~         ' compress ('          ','~         ')","CHAR(10) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~         ' COMPRESS ('          ','~         ')",,,,
PRVDR_ENRLMT_CNTRCTR_ID,"char(5) character set latin not casespecific compress ('     ','~    ')","CHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC COMPRESS ('     ','~    ')",,,,
PRVDR_ENRLMT_RSN_CD,"char(3) character set latin not casespecific compress ('   ','~  ')","CHAR(3) CHARACTER SET LATIN NOT CASESPECIFIC COMPRESS ('   ','~  ')",,,,
PRVDR_ENRLMT_RSN_DESC,"varchar(100) character set latin not casespecific default '~' compress ('','~')","VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS ('','~')",,,,
PRVDR_ENRLMT_STUS_CD,"char(2) character set latin not casespecific compress ('  ','~ ')","CHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC COMPRESS ('  ','~ ')",,,,
PRVDR_ENRLMT_STUS_DESC,"varchar(100) character set latin not casespecific default '~' compress ('','~')","VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS ('','~')",,,,
PRVDR_DBA_NAME,varchar(70) character set latin not casespecific default '~' compress '~',VARCHAR(70) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_DME_FAAIR_TYPE_CD,char(1) character set latin not casespecific default '~' compress '~',CHAR(1) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_ENRLMT_ID,"char(15) character set latin not casespecific default '~              ' compress ('               ','~              ')","CHAR(15) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~              ' COMPRESS ('               ','~              ')",,,,
PRVDR_2_ENRLMT_PAC_ID,"char(10) character set latin not casespecific default '~         ' compress ('          ','~         ')","CHAR(10) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~         ' COMPRESS ('          ','~         ')",,,,
PRVDR_2_ENRLMT_CNTRCTR_ID,"char(5) character set latin not casespecific compress ('     ','~    ')","CHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC COMPRESS ('     ','~    ')",,,,
PRVDR_2_ENRLMT_RSN_CD,"char(3) character set latin not casespecific compress ('   ','~  ')","CHAR(3) CHARACTER SET LATIN NOT CASESPECIFIC COMPRESS ('   ','~  ')",,,,
PRVDR_2_ENRLMT_RSN_DESC,"varchar(100) character set latin not casespecific default '~' compress ('','~')","VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS ('','~')",,,,
PRVDR_2_ENRLMT_STUS_CD,"char(2) character set latin not casespecific compress ('  ','~ ')","CHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC COMPRESS ('  ','~ ')",,,,
PRVDR_2_ENRLMT_STUS_DESC,"varchar(100) character set latin not casespecific default '~' compress ('','~')","VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS ('','~')",,,,
PRVDR_2_DBA_NAME,varchar(70) character set latin not casespecific default '~' compress '~',VARCHAR(70) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_DME_FAAIR_TYPE_CD,char(1) character set latin not casespecific default '~' compress '~',CHAR(1) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_EPLR_PIN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_EPLR_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_EPLR_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_EPLR_RRB_PIN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_EPLR_RRB_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_FAC_TYPE_CD,"char(2) character set latin not casespecific default '~ ' compress ('  ','~ ')","CHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~ ' COMPRESS ('  ','~ ')",,,,
PRVDR_FAC_TYPE_CD_CNT,integer default 0  compress 0,INTEGER DEFAULT 0  COMPRESS 0,,,,
PRVDR_GRP_PIN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_GRP_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_GRP_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_GRP_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_GRP_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_3_GRP_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_3_GRP_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_4_GRP_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_4_GRP_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_5_GRP_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_5_GRP_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_6_GRP_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_6_GRP_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_GRP_RRB_PIN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_GRP_RRB_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_GRP_RRB_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_ID_TYPE_CD,char(1) character set latin not casespecific,CHAR(1) CHARACTER SET LATIN NOT CASESPECIFIC,,,,
PRVDR_LCNS_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_LCNS_ST_CD,varchar(2) character set latin not casespecific default '~' compress '~',VARCHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_LCNS_TYPE_CD,varchar(2) character set latin not casespecific default '~' compress '~',VARCHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_LCSN_NUM_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_2_LCNS_NUM,char(20) character set latin not casespecific default '~                   ' compress '~                   ',CHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~                   ' COMPRESS '~                   ',,,,
PRVDR_2_LCNS_ST_CD,varchar(2) character set latin not casespecific default '~' compress '~',VARCHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_LCNS_TYPE_CD,varchar(2) character set latin not casespecific default '~' compress '~',VARCHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_MDCD_ID,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_MDCD_ID_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_MDCR_UKWN,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_MDCR_UKWN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_MLG_FIPS_CNTY_CD,"char(3) character set latin not casespecific default '~  ' compress ('   ','~  ')","CHAR(3) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~  ' COMPRESS ('   ','~  ')",,,,
PRVDR_MLG_FIPS_STATE_CD,"char(2) character set latin not casespecific default '~ ' compress ('  ','~ ')","CHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~ ' COMPRESS ('  ','~ ')",,,,
PRVDR_MLG_GEO_LAT_QTY,"decimal(10,5) default 0.00000  compress 0.00000 ",FLOAT,,,,
PRVDR_MLG_GEO_LON_QTY,"decimal(10,5) default 0.00000  compress 0.00000 ",FLOAT,,,,
PRVDR_MLG_LINE_ADR,varchar(200) character set latin not casespecific default '~' compress '~',VARCHAR(200) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_MLG_PLC_NAME,varchar(100) character set latin not casespecific default '~' compress '~',VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_MLG_ZIP5_CD,"char(5) character set latin not casespecific default '~    ' compress ('     ','~    ')","CHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~    ' COMPRESS ('     ','~    ')",,,,
PRVDR_NCPDP_ID,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_NCPDP_ID_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_NPI_ENUMRTN_DT,date format 'yyyy-mm-dd',CHAR(10) ,,,,
PRVDR_NPI_TRMNTN_DT,date format 'yyyy-mm-dd',CHAR(10) ,,,,
PRVDR_OSCAR_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_OSCAR_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_OSCAR_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_OSCAR_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_OSCAR_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_3_OSCAR_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_3_OSCAR_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_OTHER_ID,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_OTHER_ID_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_ORG_NAME,varchar(100) character set latin not casespecific,VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC,,,,
PRVDR_PIN_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_2_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_3_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_3_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_4_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_4_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_5_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_5_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
